"game_id","refNum","total_cards","any_cards_light","any_cards_verylight","any_cards_dark","any_cards_verydark","proportion_cards_light","proportion_cards_verylight","proportion_cards_dark","proportion_cards_verydark"
1275,2412,8,5,3,0,0,0.625,0.375,0,0
1276,139,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333
1277,492,5,1,4,0,0,0.2,0.8,0,0
1278,2607,1,0,0,1,0,0,0,1,0
1279,1963,0,0,0,0,0,0,0,0,0
1280,1114,8,4,4,0,0,0.5,0.5,0,0
1281,1239,6,2,3,1,0,0.333333333333333,0.5,0.166666666666667,0
1282,1459,1,0,1,0,0,0,1,0,0
1283,1729,5,3,1,0,1,0.6,0.2,0,0.2
1284,157,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333
1285,241,1,1,0,0,0,1,0,0,0
1286,126,5,1,2,1,1,0.2,0.4,0.2,0.2
1287,1627,3,0,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333
1288,1696,5,5,0,0,0,1,0,0,0
1289,3090,4,3,1,0,0,0.75,0.25,0,0
1290,152,0,0,0,0,0,0,0,0,0
1291,375,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1292,1909,7,2,5,0,0,0.285714285714286,0.714285714285714,0,0
1293,2343,0,0,0,0,0,0,0,0,0
1294,2483,1,0,1,0,0,0,1,0,0
1295,2807,3,0,2,0,1,0,0.666666666666667,0,0.333333333333333
1296,2042,5,2,3,0,0,0.4,0.6,0,0
1297,100,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1298,515,1,0,1,0,0,0,1,0,0
1299,3128,2,0,2,0,0,0,1,0,0
1300,694,2,1,1,0,0,0.5,0.5,0,0
1301,1388,5,2,2,0,1,0.4,0.4,0,0.2
1302,1663,2,1,1,0,0,0.5,0.5,0,0
1303,2359,3,0,3,0,0,0,1,0,0
1304,1886,6,2,3,1,0,0.333333333333333,0.5,0.166666666666667,0
1305,1420,2,2,0,0,0,1,0,0,0
1306,1424,2,0,1,1,0,0,0.5,0.5,0
1307,699,4,0,0,3,1,0,0,0.75,0.25
1308,2999,4,1,2,0,1,0.25,0.5,0,0.25
1309,2245,1,1,0,0,0,1,0,0,0
1310,1452,6,1,4,0,1,0.166666666666667,0.666666666666667,0,0.166666666666667
1311,1294,0,0,0,0,0,0,0,0,0
1312,2310,4,2,1,1,0,0.5,0.25,0.25,0
1313,937,5,2,1,2,0,0.4,0.2,0.4,0
1314,1818,2,1,1,0,0,0.5,0.5,0,0
1315,997,0,0,0,0,0,0,0,0,0
1316,642,2,0,2,0,0,0,1,0,0
1317,2374,0,0,0,0,0,0,0,0,0
1318,1424,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1319,2786,1,0,1,0,0,0,1,0,0
1320,538,1,1,0,0,0,1,0,0,0
1321,1993,1,1,0,0,0,1,0,0,0
1322,700,1,0,1,0,0,0,1,0,0
1323,214,1,0,1,0,0,0,1,0,0
1324,592,1,1,0,0,0,1,0,0,0
1325,2794,3,0,2,0,1,0,0.666666666666667,0,0.333333333333333
1326,1147,1,0,1,0,0,0,1,0,0
1327,642,1,1,0,0,0,1,0,0,0
1328,1784,5,3,2,0,0,0.6,0.4,0,0
1329,261,2,1,0,1,0,0.5,0,0.5,0
1330,1943,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1331,2787,1,1,0,0,0,1,0,0,0
1332,2384,1,1,0,0,0,1,0,0,0
1333,2218,4,2,1,0,1,0.5,0.25,0,0.25
1334,522,2,0,0,1,1,0,0,0.5,0.5
1335,1901,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1336,3125,1,1,0,0,0,1,0,0,0
1337,2359,5,2,3,0,0,0.4,0.6,0,0
1338,933,7,1,5,1,0,0.142857142857143,0.714285714285714,0.142857142857143,0
1339,2797,5,4,0,1,0,0.8,0,0.2,0
1340,295,0,0,0,0,0,0,0,0,0
1341,2639,2,2,0,0,0,1,0,0,0
1342,1555,1,0,1,0,0,0,1,0,0
1343,2940,4,1,3,0,0,0.25,0.75,0,0
1344,1159,1,1,0,0,0,1,0,0,0
1345,1108,5,3,2,0,0,0.6,0.4,0,0
1346,1430,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1347,2092,1,1,0,0,0,1,0,0,0
1348,355,3,0,0,2,1,0,0,0.666666666666667,0.333333333333333
1349,2951,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1350,2488,2,0,2,0,0,0,1,0,0
1351,1990,1,0,1,0,0,0,1,0,0
1352,919,4,2,1,0,1,0.5,0.25,0,0.25
1353,433,7,4,3,0,0,0.571428571428571,0.428571428571429,0,0
1354,2204,2,0,1,1,0,0,0.5,0.5,0
1355,351,2,0,2,0,0,0,1,0,0
1356,601,5,3,2,0,0,0.6,0.4,0,0
1357,1114,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
1358,1970,3,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0
1359,545,2,2,0,0,0,1,0,0,0
1360,1147,2,0,1,0,1,0,0.5,0,0.5
1361,2679,2,2,0,0,0,1,0,0,0
1362,1139,2,1,0,1,0,0.5,0,0.5,0
1363,110,2,0,2,0,0,0,1,0,0
1364,2246,4,0,0,2,2,0,0,0.5,0.5
1365,1878,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1366,513,5,1,4,0,0,0.2,0.8,0,0
1367,1459,1,0,1,0,0,0,1,0,0
1368,1931,5,2,2,1,0,0.4,0.4,0.2,0
1369,2412,6,3,3,0,0,0.5,0.5,0,0
1370,760,1,1,0,0,0,1,0,0,0
1371,3088,4,1,3,0,0,0.25,0.75,0,0
1372,2077,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1373,1534,3,1,0,0,2,0.333333333333333,0,0,0.666666666666667
1374,1574,8,3,4,1,0,0.375,0.5,0.125,0
1375,683,6,3,3,0,0,0.5,0.5,0,0
1376,3087,2,1,0,0,1,0.5,0,0,0.5
1377,3077,2,1,1,0,0,0.5,0.5,0,0
1378,2060,2,2,0,0,0,1,0,0,0
1379,1744,4,0,1,1,2,0,0.25,0.25,0.5
1380,339,3,0,2,0,1,0,0.666666666666667,0,0.333333333333333
1381,700,1,1,0,0,0,1,0,0,0
1382,72,0,0,0,0,0,0,0,0,0
1383,357,0,0,0,0,0,0,0,0,0
1384,110,5,1,4,0,0,0.2,0.8,0,0
1385,1875,0,0,0,0,0,0,0,0,0
1386,110,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1387,3114,5,4,1,0,0,0.8,0.2,0,0
1388,2791,1,0,1,0,0,0,1,0,0
1389,1943,1,0,1,0,0,0,1,0,0
1390,393,0,0,0,0,0,0,0,0,0
1391,1147,2,1,1,0,0,0.5,0.5,0,0
1392,3139,0,0,0,0,0,0,0,0,0
1393,2543,0,0,0,0,0,0,0,0,0
1394,180,1,0,1,0,0,0,1,0,0
1395,1846,2,0,1,1,0,0,0.5,0.5,0
1396,2291,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
1397,2824,6,3,2,1,0,0.5,0.333333333333333,0.166666666666667,0
1398,2013,2,0,0,2,0,0,0,1,0
1399,2165,4,0,1,0,3,0,0.25,0,0.75
1400,2397,2,0,0,0,2,0,0,0,1
1401,1357,4,3,1,0,0,0.75,0.25,0,0
1402,1854,1,0,0,1,0,0,0,1,0
1403,2551,2,0,0,1,1,0,0,0.5,0.5
1404,1825,3,0,0,1,2,0,0,0.333333333333333,0.666666666666667
1405,2606,3,3,0,0,0,1,0,0,0
1406,2682,1,1,0,0,0,1,0,0,0
1407,781,5,4,1,0,0,0.8,0.2,0,0
1408,2905,4,2,1,1,0,0.5,0.25,0.25,0
1409,1633,1,1,0,0,0,1,0,0,0
1410,1214,5,1,1,2,1,0.2,0.2,0.4,0.2
1411,2676,0,0,0,0,0,0,0,0,0
1412,2639,5,0,5,0,0,0,1,0,0
1413,445,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1414,1717,0,0,0,0,0,0,0,0,0
1415,2291,3,1,0,2,0,0.333333333333333,0,0.666666666666667,0
1416,1821,1,1,0,0,0,1,0,0,0
1417,858,0,0,0,0,0,0,0,0,0
1418,442,5,2,3,0,0,0.4,0.6,0,0
1419,1221,3,0,3,0,0,0,1,0,0
1420,2085,5,3,2,0,0,0.6,0.4,0,0
1421,3039,2,1,0,0,1,0.5,0,0,0.5
1422,1336,4,2,2,0,0,0.5,0.5,0,0
1423,343,4,2,2,0,0,0.5,0.5,0,0
1424,2085,7,1,5,0,1,0.142857142857143,0.714285714285714,0,0.142857142857143
1425,508,3,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0
1426,449,6,1,5,0,0,0.166666666666667,0.833333333333333,0,0
1427,2796,4,1,1,2,0,0.25,0.25,0.5,0
1428,2077,4,2,1,1,0,0.5,0.25,0.25,0
1429,529,1,0,1,0,0,0,1,0,0
1430,2494,1,1,0,0,0,1,0,0,0
1431,692,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
1432,1915,2,1,0,1,0,0.5,0,0.5,0
1433,2123,1,0,1,0,0,0,1,0,0
1434,1536,5,1,4,0,0,0.2,0.8,0,0
1435,1536,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1436,1163,1,0,1,0,0,0,1,0,0
1437,913,4,0,2,1,1,0,0.5,0.25,0.25
1438,2174,2,2,0,0,0,1,0,0,0
1439,2120,1,1,0,0,0,1,0,0,0
1440,112,1,1,0,0,0,1,0,0,0
1441,434,6,5,0,0,1,0.833333333333333,0,0,0.166666666666667
1442,157,5,2,0,1,2,0.4,0,0.2,0.4
1443,399,1,0,1,0,0,0,1,0,0
1444,616,6,5,1,0,0,0.833333333333333,0.166666666666667,0,0
1445,2822,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1446,548,2,0,2,0,0,0,1,0,0
1447,538,2,1,1,0,0,0.5,0.5,0,0
1448,380,2,1,1,0,0,0.5,0.5,0,0
1449,2245,1,1,0,0,0,1,0,0,0
1450,2807,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1451,2744,1,0,1,0,0,0,1,0,0
1452,2986,4,2,0,1,1,0.5,0,0.25,0.25
1453,1235,0,0,0,0,0,0,0,0,0
1454,1559,3,0,3,0,0,0,1,0,0
1455,2619,6,1,5,0,0,0.166666666666667,0.833333333333333,0,0
1456,1972,2,0,2,0,0,0,1,0,0
1457,723,4,1,3,0,0,0.25,0.75,0,0
1458,220,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1459,1353,2,1,0,1,0,0.5,0,0.5,0
1460,409,5,1,3,0,1,0.2,0.6,0,0.2
1461,2341,4,3,0,1,0,0.75,0,0.25,0
1462,2917,2,1,1,0,0,0.5,0.5,0,0
1463,2759,0,0,0,0,0,0,0,0,0
1464,2687,1,0,0,1,0,0,0,1,0
1465,1901,3,0,0,1,2,0,0,0.333333333333333,0.666666666666667
1466,1424,1,0,1,0,0,0,1,0,0
1467,479,1,1,0,0,0,1,0,0,0
1468,144,1,0,0,1,0,0,0,1,0
1469,660,0,0,0,0,0,0,0,0,0
1470,2449,5,1,2,0,2,0.2,0.4,0,0.4
1471,1111,2,0,1,1,0,0,0.5,0.5,0
1472,829,2,1,0,0,1,0.5,0,0,0.5
1473,2120,0,0,0,0,0,0,0,0,0
1474,2264,2,1,1,0,0,0.5,0.5,0,0
1475,534,4,2,1,0,1,0.5,0.25,0,0.25
1476,414,8,2,6,0,0,0.25,0.75,0,0
1477,1970,3,3,0,0,0,1,0,0,0
1478,1198,6,3,2,1,0,0.5,0.333333333333333,0.166666666666667,0
1479,787,1,0,1,0,0,0,1,0,0
1480,2246,5,3,2,0,0,0.6,0.4,0,0
1481,2432,3,3,0,0,0,1,0,0,0
1482,2082,2,0,2,0,0,0,1,0,0
1483,2794,3,0,0,2,1,0,0,0.666666666666667,0.333333333333333
1484,2359,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1485,1477,2,1,1,0,0,0.5,0.5,0,0
1486,2601,3,3,0,0,0,1,0,0,0
1487,362,4,0,3,1,0,0,0.75,0.25,0
1488,1911,2,0,1,1,0,0,0.5,0.5,0
1489,623,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1490,234,1,0,1,0,0,0,1,0,0
1491,2925,2,1,1,0,0,0.5,0.5,0,0
1492,1394,2,1,1,0,0,0.5,0.5,0,0
1493,1663,1,0,1,0,0,0,1,0,0
1494,1357,7,4,2,1,0,0.571428571428571,0.285714285714286,0.142857142857143,0
1495,1394,5,2,2,1,0,0.4,0.4,0.2,0
1496,775,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1497,1213,0,0,0,0,0,0,0,0,0
1498,1854,1,1,0,0,0,1,0,0,0
1499,2356,5,2,2,0,1,0.4,0.4,0,0.2
1500,2413,4,1,1,2,0,0.25,0.25,0.5,0
1501,1320,3,0,2,0,1,0,0.666666666666667,0,0.333333333333333
1502,177,2,2,0,0,0,1,0,0,0
1503,2329,1,1,0,0,0,1,0,0,0
1504,1510,5,1,2,1,1,0.2,0.4,0.2,0.2
1505,2494,1,1,0,0,0,1,0,0,0
1506,2546,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1507,2619,2,2,0,0,0,1,0,0,0
1508,1014,2,2,0,0,0,1,0,0,0
1509,503,2,1,1,0,0,0.5,0.5,0,0
1510,855,1,0,1,0,0,0,1,0,0
1511,177,2,1,1,0,0,0.5,0.5,0,0
1512,3000,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1513,1953,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1514,699,2,0,0,2,0,0,0,1,0
1515,1235,0,0,0,0,0,0,0,0,0
1516,259,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1517,110,1,0,1,0,0,0,1,0,0
1518,867,0,0,0,0,0,0,0,0,0
1519,962,5,4,1,0,0,0.8,0.2,0,0
1520,1852,6,2,2,1,1,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
1521,1966,0,0,0,0,0,0,0,0,0
1522,534,5,2,1,2,0,0.4,0.2,0.4,0
1523,584,5,0,5,0,0,0,1,0,0
1524,962,6,2,2,2,0,0.333333333333333,0.333333333333333,0.333333333333333,0
1525,1358,5,3,0,0,2,0.6,0,0,0.4
1526,2611,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1527,985,5,2,0,1,2,0.4,0,0.2,0.4
1528,2194,2,1,0,0,1,0.5,0,0,0.5
1529,409,5,3,1,0,1,0.6,0.2,0,0.2
1530,1459,2,1,1,0,0,0.5,0.5,0,0
1531,2960,0,0,0,0,0,0,0,0,0
1532,1096,1,0,1,0,0,0,1,0,0
1533,500,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1534,1014,1,0,1,0,0,0,1,0,0
1535,534,4,0,3,0,1,0,0.75,0,0.25
1536,2938,2,1,0,1,0,0.5,0,0.5,0
1537,1997,4,3,0,0,1,0.75,0,0,0.25
1538,2183,3,0,3,0,0,0,1,0,0
1539,649,2,0,2,0,0,0,1,0,0
1540,2507,5,1,1,1,2,0.2,0.2,0.2,0.4
1541,1386,5,1,3,1,0,0.2,0.6,0.2,0
1542,2931,3,3,0,0,0,1,0,0,0
1543,1163,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
1544,7,2,2,0,0,0,1,0,0,0
1545,432,7,3,3,0,1,0.428571428571429,0.428571428571429,0,0.142857142857143
1546,265,2,1,1,0,0,0.5,0.5,0,0
1547,1811,7,2,4,0,1,0.285714285714286,0.571428571428571,0,0.142857142857143
1548,660,1,0,1,0,0,0,1,0,0
1549,176,0,0,0,0,0,0,0,0,0
1550,1536,8,4,1,1,2,0.5,0.125,0.125,0.25
1551,2601,5,4,1,0,0,0.8,0.2,0,0
1552,1966,2,2,0,0,0,1,0,0,0
1553,2273,1,1,0,0,0,1,0,0,0
1554,2828,1,0,0,1,0,0,0,1,0
1555,1605,0,0,0,0,0,0,0,0,0
1556,2237,1,1,0,0,0,1,0,0,0
1557,1019,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1558,2682,1,1,0,0,0,1,0,0,0
1559,1100,2,0,1,1,0,0,0.5,0.5,0
1560,1036,1,1,0,0,0,1,0,0,0
1561,1976,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1562,3090,1,0,1,0,0,0,1,0,0
1563,112,2,1,1,0,0,0.5,0.5,0,0
1564,1953,4,3,1,0,0,0.75,0.25,0,0
1565,2787,2,0,2,0,0,0,1,0,0
1566,2350,0,0,0,0,0,0,0,0,0
1567,1428,2,0,2,0,0,0,1,0,0
1568,284,0,0,0,0,0,0,0,0,0
1569,426,4,0,3,0,1,0,0.75,0,0.25
1570,2420,2,0,1,1,0,0,0.5,0.5,0
1571,176,0,0,0,0,0,0,0,0,0
1572,2343,0,0,0,0,0,0,0,0,0
1573,2370,5,2,1,1,1,0.4,0.2,0.2,0.2
1574,127,3,0,3,0,0,0,1,0,0
1575,979,2,1,0,0,1,0.5,0,0,0.5
1576,1604,1,0,1,0,0,0,1,0,0
1577,1064,3,3,0,0,0,1,0,0,0
1578,2849,2,1,0,0,1,0.5,0,0,0.5
1579,652,2,1,1,0,0,0.5,0.5,0,0
1580,367,7,2,3,1,1,0.285714285714286,0.428571428571429,0.142857142857143,0.142857142857143
1581,1094,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
1582,2320,2,0,1,0,1,0,0.5,0,0.5
1583,763,1,0,1,0,0,0,1,0,0
1584,2174,4,1,3,0,0,0.25,0.75,0,0
1585,578,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1586,2915,2,0,2,0,0,0,1,0,0
1587,2237,2,2,0,0,0,1,0,0,0
1588,735,4,0,2,0,2,0,0.5,0,0.5
1589,190,10,0,6,1,3,0,0.6,0.1,0.3
1590,1198,5,0,5,0,0,0,1,0,0
1591,783,1,1,0,0,0,1,0,0,0
1592,2690,0,0,0,0,0,0,0,0,0
1593,2967,2,1,0,1,0,0.5,0,0.5,0
1594,1356,6,1,5,0,0,0.166666666666667,0.833333333333333,0,0
1595,560,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1596,2905,3,2,0,1,0,0.666666666666667,0,0.333333333333333,0
1597,2026,1,0,1,0,0,0,1,0,0
1598,2317,2,0,0,0,2,0,0,0,1
1599,234,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1600,1927,1,0,1,0,0,0,1,0,0
1601,681,6,3,3,0,0,0.5,0.5,0,0
1602,2318,1,0,1,0,0,0,1,0,0
1603,702,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333
1604,2763,2,2,0,0,0,1,0,0,0
1605,2359,3,0,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333
1606,1620,1,1,0,0,0,1,0,0,0
1607,2902,8,4,3,0,1,0.5,0.375,0,0.125
1608,829,1,0,1,0,0,0,1,0,0
1609,1462,2,1,1,0,0,0.5,0.5,0,0
1610,1111,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1611,662,0,0,0,0,0,0,0,0,0
1612,1946,2,1,1,0,0,0.5,0.5,0,0
1613,2388,2,0,2,0,0,0,1,0,0
1614,22,3,3,0,0,0,1,0,0,0
1615,2968,5,3,2,0,0,0.6,0.4,0,0
1616,1813,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1617,1811,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1618,1756,4,4,0,0,0,1,0,0,0
1619,1714,3,0,3,0,0,0,1,0,0
1620,1633,4,2,2,0,0,0.5,0.5,0,0
1621,1604,2,0,2,0,0,0,1,0,0
1622,683,6,4,2,0,0,0.666666666666667,0.333333333333333,0,0
1623,2120,0,0,0,0,0,0,0,0,0
1624,1947,0,0,0,0,0,0,0,0,0
1625,1044,5,1,3,1,0,0.2,0.6,0.2,0
1626,2417,6,2,3,0,1,0.333333333333333,0.5,0,0.166666666666667
1627,737,3,3,0,0,0,1,0,0,0
1628,2473,0,0,0,0,0,0,0,0,0
1629,2346,0,0,0,0,0,0,0,0,0
1630,660,2,0,1,0,1,0,0.5,0,0.5
1631,2542,1,0,1,0,0,0,1,0,0
1632,1019,2,0,1,1,0,0,0.5,0.5,0
1633,3088,1,0,1,0,0,0,1,0,0
1634,2700,3,3,0,0,0,1,0,0,0
1635,2331,4,3,1,0,0,0.75,0.25,0,0
1636,1730,1,0,1,0,0,0,1,0,0
1637,1353,4,1,0,3,0,0.25,0,0.75,0
1638,1462,3,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0
1639,735,2,0,1,0,1,0,0.5,0,0.5
1640,1195,4,2,1,0,1,0.5,0.25,0,0.25
1641,1235,0,0,0,0,0,0,0,0,0
1642,652,5,0,4,1,0,0,0.8,0.2,0
1643,2951,3,0,1,0,2,0,0.333333333333333,0,0.666666666666667
1644,2551,0,0,0,0,0,0,0,0,0
1645,1928,2,1,1,0,0,0.5,0.5,0,0
1646,1534,4,2,1,1,0,0.5,0.25,0.25,0
1647,2082,1,0,1,0,0,0,1,0,0
1648,445,2,0,0,1,1,0,0,0.5,0.5
1649,1943,2,0,1,1,0,0,0.5,0.5,0
1650,74,1,0,0,0,1,0,0,0,1
1651,649,4,0,4,0,0,0,1,0,0
1652,1663,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1653,916,5,2,3,0,0,0.4,0.6,0,0
1654,1041,7,1,5,1,0,0.142857142857143,0.714285714285714,0.142857142857143,0
1655,2673,4,2,2,0,0,0.5,0.5,0,0
1656,3083,1,0,1,0,0,0,1,0,0
1657,1663,0,0,0,0,0,0,0,0,0
1658,2048,1,0,1,0,0,0,1,0,0
1659,1111,2,1,1,0,0,0.5,0.5,0,0
1660,1727,1,0,1,0,0,0,1,0,0
1661,1383,0,0,0,0,0,0,0,0,0
1662,1195,3,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
1663,2343,0,0,0,0,0,0,0,0,0
1664,658,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1665,683,6,4,2,0,0,0.666666666666667,0.333333333333333,0,0
1666,1298,0,0,0,0,0,0,0,0,0
1667,2040,3,0,3,0,0,0,1,0,0
1668,1288,1,0,0,0,1,0,0,0,1
1669,2999,3,3,0,0,0,1,0,0,0
1670,484,2,1,1,0,0,0.5,0.5,0,0
1671,2673,4,2,1,1,0,0.5,0.25,0.25,0
1672,1722,1,0,1,0,0,0,1,0,0
1673,1621,4,2,2,0,0,0.5,0.5,0,0
1674,1727,0,0,0,0,0,0,0,0,0
1675,1090,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1676,2867,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1677,74,0,0,0,0,0,0,0,0,0
1678,760,0,0,0,0,0,0,0,0,0
1679,2968,4,2,2,0,0,0.5,0.5,0,0
1680,2604,0,0,0,0,0,0,0,0,0
1681,2793,4,0,3,0,1,0,0.75,0,0.25
1682,1730,2,1,1,0,0,0.5,0.5,0,0
1683,1095,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1684,1235,0,0,0,0,0,0,0,0,0
1685,1595,6,4,2,0,0,0.666666666666667,0.333333333333333,0,0
1686,7,2,1,1,0,0,0.5,0.5,0,0
1687,759,9,2,5,2,0,0.222222222222222,0.555555555555556,0.222222222222222,0
1688,1349,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1689,2775,2,0,1,1,0,0,0.5,0.5,0
1690,426,4,0,4,0,0,0,1,0,0
1691,960,3,1,1,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0
1692,735,0,0,0,0,0,0,0,0,0
1693,1711,4,2,2,0,0,0.5,0.5,0,0
1694,479,1,1,0,0,0,1,0,0,0
1695,1089,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1696,2721,3,0,3,0,0,0,1,0,0
1697,1063,2,0,0,0,2,0,0,0,1
1698,314,0,0,0,0,0,0,0,0,0
1699,3077,2,1,1,0,0,0.5,0.5,0,0
1700,72,2,0,1,1,0,0,0.5,0.5,0
1701,2849,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1702,658,2,1,1,0,0,0.5,0.5,0,0
1703,2607,3,0,0,2,1,0,0,0.666666666666667,0.333333333333333
1704,1633,3,0,3,0,0,0,1,0,0
1705,2048,2,0,2,0,0,0,1,0,0
1706,2915,1,0,1,0,0,0,1,0,0
1707,2889,4,2,2,0,0,0.5,0.5,0,0
1708,1211,2,1,0,0,1,0.5,0,0,0.5
1709,2687,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1710,1905,2,2,0,0,0,1,0,0,0
1711,2743,2,1,0,1,0,0.5,0,0.5,0
1712,918,5,3,1,1,0,0.6,0.2,0.2,0
1713,2869,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1714,487,3,0,2,1,0,0,0.666666666666667,0.333333333333333,0
1715,1420,4,1,0,0,3,0.25,0,0,0.75
1716,399,0,0,0,0,0,0,0,0,0
1717,1814,6,2,3,1,0,0.333333333333333,0.5,0.166666666666667,0
1718,857,0,0,0,0,0,0,0,0,0
1719,1814,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1720,2289,4,3,0,1,0,0.75,0,0.25,0
1721,1943,2,0,2,0,0,0,1,0,0
1722,403,2,1,0,1,0,0.5,0,0.5,0
1723,820,0,0,0,0,0,0,0,0,0
1724,2437,4,3,1,0,0,0.75,0.25,0,0
1725,2320,1,0,1,0,0,0,1,0,0
1726,545,1,0,1,0,0,0,1,0,0
1727,1357,4,3,1,0,0,0.75,0.25,0,0
1728,2611,1,0,1,0,0,0,1,0,0
1729,7,2,1,1,0,0,0.5,0.5,0,0
1730,192,1,1,0,0,0,1,0,0,0
1731,252,1,1,0,0,0,1,0,0,0
1732,491,0,0,0,0,0,0,0,0,0
1733,1854,2,1,0,1,0,0.5,0,0.5,0
1734,550,0,0,0,0,0,0,0,0,0
1735,970,3,0,0,1,2,0,0,0.333333333333333,0.666666666666667
1736,364,4,1,3,0,0,0.25,0.75,0,0
1737,1911,1,0,0,1,0,0,0,1,0
1738,1717,0,0,0,0,0,0,0,0,0
1739,237,0,0,0,0,0,0,0,0,0
1740,2942,3,2,0,0,1,0.666666666666667,0,0,0.333333333333333
1741,2822,1,0,0,0,1,0,0,0,1
1742,2291,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1743,755,1,1,0,0,0,1,0,0,0
1744,2013,1,0,0,1,0,0,0,1,0
1745,2700,3,0,3,0,0,0,1,0,0
1746,809,1,1,0,0,0,1,0,0,0
1747,592,0,0,0,0,0,0,0,0,0
1748,424,3,0,3,0,0,0,1,0,0
1749,1707,4,2,2,0,0,0.5,0.5,0,0
1750,465,1,1,0,0,0,1,0,0,0
1751,2809,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1752,112,0,0,0,0,0,0,0,0,0
1753,1163,4,3,1,0,0,0.75,0.25,0,0
1754,1477,3,2,1,0,0,0.666666666666667,0.333333333333333,0,0
1755,2619,8,0,6,0,2,0,0.75,0,0.25
1756,2085,4,2,2,0,0,0.5,0.5,0,0
1757,88,3,0,3,0,0,0,1,0,0
1758,1821,0,0,0,0,0,0,0,0,0
1759,2635,3,1,2,0,0,0.333333333333333,0.666666666666667,0,0
1760,2400,0,0,0,0,0,0,0,0,0
1761,3079,1,1,0,0,0,1,0,0,0
1762,252,1,0,1,0,0,0,1,0,0
1763,123,0,0,0,0,0,0,0,0,0
1764,3077,5,0,4,0,1,0,0.8,0,0.2
1765,2174,2,2,0,0,0,1,0,0,0
1766,144,2,2,0,0,0,1,0,0,0
1767,340,3,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333
1768,140,5,3,1,0,1,0.6,0.2,0,0.2
